asin,date,cost_of_goods_sold,platform_fees,fulfillment_fees,storage_fees,payment_terms_days,currency_rate,carrying_cost_rate
BX7EEDTJV,2025-07-05 17:06:27.324910,0.0,3.26,0.0,0.97,45,0.9828,0.1209
BZHWJR64D,2025-07-05 17:06:27.324910,76.86,15.57,17.78,2.8,45,1.0191,0.1227
BPJA1WJ0T,2025-07-05 17:06:27.324910,130.7,26.46,26.34,1.7,45,0.9838,0.1601
BPAC56T4U,2025-07-05 17:06:27.324910,55.76,8.29,23.24,0.56,30,1.0153,0.1764
BFEL6246H,2025-07-05 17:06:27.324910,92.52,34.38,22.85,0.69,30,0.9927,0.1377
BID25OWF7,2025-07-05 17:06:27.324910,32.61,12.63,20.87,1.17,30,1.0344,0.1495
B5935A0L7,2025-07-05 17:06:27.324910,64.04,11.71,2.7,2.91,30,1.0121,0.1718
B253J2D54,2025-07-05 17:06:27.324910,0.0,1.32,0.0,0.74,30,1.0227,0.131
BI3QK2IAG,2025-07-05 17:06:27.324910,40.97,8.29,5.11,0.84,14,0.9841,0.1368
BL58KXO9T,2025-07-05 17:06:27.324910,69.12,22.59,49.6,2.75,30,1.0064,0.155
B7E8G8JDP,2025-07-05 17:06:27.324910,15.31,3.38,7.12,1.64,14,1.0091,0.1309
B0LVSNUJZ,2025-07-05 17:06:27.324910,119.48,25.93,17.71,1.32,30,1.015,0.1564
BA7TZ0YNC,2025-07-05 17:06:27.324910,0.0,7.22,0.0,2.94,14,0.9759,0.1563
BXLL4ZKLO,2025-07-05 17:06:27.324910,27.76,4.51,6.74,2.93,14,1.0141,0.1336
BOKEP7Y6W,2025-07-05 17:06:27.324910,101.52,21.77,14.85,0.52,30,1.0017,0.1672
BKTAKPUXQ,2025-07-05 17:06:27.324910,30.22,10.73,5.62,0.8,14,1.0078,0.1555
BXAJI0Y6D,2025-07-06 17:06:27.324910,58.14,15.37,8.01,1.79,45,1.0112,0.1289
BPBHSAHXT,2025-07-06 17:06:27.324910,38.0,7.44,2.09,1.62,30,0.9751,0.1332
BHV3A3ZMF,2025-07-06 17:06:27.324910,32.77,7.09,7.59,1.17,45,1.0102,0.1275
B8MDD4V30,2025-07-06 17:06:27.324910,98.79,38.71,21.0,1.02,30,1.01,0.1757
BT9NT3W5U,2025-07-06 17:06:27.324910,67.1,11.1,15.35,0.82,30,1.0234,0.1779
BZBIKCIDK,2025-07-06 17:06:27.324910,137.45,21.49,35.23,0.96,14,0.9771,0.1681
BWNNHJ7XV,2025-07-06 17:06:27.324910,51.84,11.19,14.9,1.88,30,0.9995,0.1576
BG0FN9XUY,2025-07-06 17:06:27.324910,50.2,14.43,27.4,0.62,14,1.0243,0.1796
B41IBLJH7,2025-07-06 17:06:27.324910,18.52,6.67,7.17,2.68,45,1.0061,0.1306
B5LXO6QJI,2025-07-06 17:06:27.324910,0.0,3.48,0.0,2.99,30,1.0195,0.1661
BUJV6OH9S,2025-07-06 17:06:27.324910,53.34,21.88,16.27,0.56,14,0.9831,0.1232
BDBDW2PCN,2025-07-06 17:06:27.324910,33.03,4.7,13.23,0.66,45,0.9904,0.1566
B9T84AZYT,2025-07-06 17:06:27.324910,106.46,32.49,8.24,0.92,30,1.0211,0.1234
BJXEPQ85J,2025-07-06 17:06:27.324910,0.0,1.45,0.0,1.24,45,0.9776,0.1245
BSG65KXVF,2025-07-06 17:06:27.324910,50.07,10.16,6.28,2.17,30,0.9959,0.1658
B1T2TALA7,2025-07-06 17:06:27.324910,0.0,4.26,0.0,1.02,30,0.9801,0.123
B53LC58DR,2025-07-06 17:06:27.324910,160.44,32.96,50.5,2.87,30,1.0122,0.1304
BC11ERTJ5,2025-07-06 17:06:27.324910,59.24,10.08,12.92,2.29,14,1.031,0.1285
BPHT0HL9X,2025-07-06 17:06:27.324910,23.95,6.93,7.41,1.52,14,1.0143,0.1296
BPSEIMVIH,2025-07-06 17:06:27.324910,22.13,5.08,4.7,0.65,14,1.028,0.1702
BCWI64CIY,2025-07-06 17:06:27.324910,19.95,5.16,4.71,1.55,30,1.0099,0.1562
BHE7UR23G,2025-07-06 17:06:27.324910,56.68,15.14,4.42,0.56,45,0.9877,0.1347
BDPPQ0Y9D,2025-07-06 17:06:27.324910,48.6,12.1,18.44,1.62,45,0.9755,0.1723
BOM5IGQPK,2025-07-06 17:06:27.324910,0.0,2.37,0.0,2.11,45,0.9863,0.1496
BI7P5TB94,2025-07-06 17:06:27.324910,33.8,14.96,7.06,2.38,45,0.978,0.1605
B874FRHOC,2025-07-06 17:06:27.324910,0.0,3.4,0.0,1.34,45,1.0106,0.1353
BN9J2QP89,2025-07-06 17:06:27.324910,44.44,19.41,8.15,2.38,45,0.9677,0.1474
BUZFK8UT0,2025-07-06 17:06:27.324910,104.95,18.66,12.21,1.4,30,0.9844,0.1438
BCVS4F8CG,2025-07-06 17:06:27.324910,32.06,11.01,15.05,2.63,45,0.9922,0.125
BVYIE6IVW,2025-07-06 17:06:27.324910,71.04,18.71,3.57,1.55,14,1.045,0.1652
BPVS7HZIO,2025-07-06 17:06:27.324910,142.56,21.79,22.57,2.5,30,1.0078,0.1258
BYKL1CQ99,2025-07-06 17:06:27.324910,0.0,4.48,0.0,2.75,45,0.9638,0.1237
BCHJ755NF,2025-07-06 17:06:27.324910,227.82,45.32,12.87,1.45,30,0.9715,0.1518
B4ZW9XA3K,2025-07-06 17:06:27.324910,0.0,3.82,0.0,1.79,45,0.9919,0.1379
BX7EEDTJV,2025-07-06 17:06:27.324910,111.0,27.17,44.57,1.4,14,0.9929,0.1394
BZHWJR64D,2025-07-06 17:06:27.324910,67.74,22.54,18.72,1.57,30,1.0163,0.1619
BPJA1WJ0T,2025-07-06 17:06:27.324910,37.04,10.21,12.18,2.38,14,1.0601,0.1241
BPAC56T4U,2025-07-06 17:06:27.324910,113.15,22.23,23.49,2.81,30,1.0,0.1563
BFEL6246H,2025-07-06 17:06:27.324910,163.88,22.89,24.36,1.45,30,1.0343,0.1662
BID25OWF7,2025-07-06 17:06:27.324910,29.08,13.67,4.82,2.82,14,0.9882,0.1685
B5935A0L7,2025-07-06 17:06:27.324910,0.0,1.8,0.0,2.81,14,1.0115,0.1656
B253J2D54,2025-07-06 17:06:27.324910,0.0,2.1,0.0,1.25,30,0.9962,0.1224
BI3QK2IAG,2025-07-06 17:06:27.324910,89.67,15.01,23.11,2.59,45,1.0134,0.1391
BL58KXO9T,2025-07-06 17:06:27.324910,0.0,6.76,0.0,0.83,14,1.0024,0.1373
B7E8G8JDP,2025-07-06 17:06:27.324910,48.69,15.18,4.9,1.84,30,0.9683,0.165
B0LVSNUJZ,2025-07-06 17:06:27.324910,184.72,39.02,45.55,1.32,45,1.0064,0.1737
BA7TZ0YNC,2025-07-06 17:06:27.324910,33.2,12.77,9.06,1.04,30,1.0287,0.1526
BXLL4ZKLO,2025-07-06 17:06:27.324910,0.0,2.44,0.0,0.88,14,0.9785,0.142
BOKEP7Y6W,2025-07-06 17:06:27.324910,24.24,7.39,4.87,1.4,30,1.005,0.1604
BKTAKPUXQ,2025-07-06 17:06:27.324910,0.0,6.96,0.0,0.6,14,0.9841,0.1281
BXAJI0Y6D,2025-07-07 17:06:27.324910,74.37,14.02,2.75,1.45,30,0.9823,0.1305
BPBHSAHXT,2025-07-07 17:06:27.324910,40.6,15.7,22.14,2.74,45,1.0236,0.1559
BHV3A3ZMF,2025-07-07 17:06:27.324910,40.84,10.72,3.12,2.13,30,1.0315,0.1519
B8MDD4V30,2025-07-07 17:06:27.324910,57.08,19.2,6.75,0.92,45,0.9984,0.1776
BT9NT3W5U,2025-07-07 17:06:27.324910,78.66,18.12,21.16,2.08,30,0.9989,0.1779
BZBIKCIDK,2025-07-07 17:06:27.324910,57.98,15.87,4.1,0.8,14,0.9874,0.177
BWNNHJ7XV,2025-07-07 17:06:27.324910,0.0,5.56,0.0,0.93,45,1.0195,0.1771
BG0FN9XUY,2025-07-07 17:06:27.324910,69.55,12.28,3.38,2.49,14,0.9986,0.1253
B41IBLJH7,2025-07-07 17:06:27.324910,38.76,10.88,6.97,0.54,30,0.9876,0.1472
B5LXO6QJI,2025-07-07 17:06:27.324910,92.67,27.44,19.71,1.34,45,0.9913,0.144
BUJV6OH9S,2025-07-07 17:06:27.324910,36.08,8.83,6.26,2.36,30,1.0586,0.1257
BDBDW2PCN,2025-07-07 17:06:27.324910,18.07,4.6,4.64,2.59,45,1.012,0.1539
B9T84AZYT,2025-07-07 17:06:27.324910,42.61,13.44,4.56,2.22,30,1.0159,0.1466
BJXEPQ85J,2025-07-07 17:06:27.324910,0.0,1.76,0.0,2.81,14,0.9466,0.1667
BSG65KXVF,2025-07-07 17:06:27.324910,0.0,4.47,0.0,1.13,14,0.9753,0.1598
B1T2TALA7,2025-07-07 17:06:27.324910,111.6,23.71,10.27,2.8,14,1.0108,0.1633
B53LC58DR,2025-07-07 17:06:27.324910,72.57,19.29,18.27,2.53,30,1.0165,0.1292
BC11ERTJ5,2025-07-07 17:06:27.324910,104.7,34.38,29.88,1.37,14,0.969,0.1505
BPHT0HL9X,2025-07-07 17:06:27.324910,64.92,17.59,11.11,2.87,30,1.0187,0.1254
BPSEIMVIH,2025-07-07 17:06:27.324910,67.95,11.61,22.74,0.59,30,1.0067,0.1624
BCWI64CIY,2025-07-07 17:06:27.324910,118.92,29.46,43.45,2.83,30,0.9717,0.1396
BHE7UR23G,2025-07-07 17:06:27.324910,0.0,1.73,0.0,2.54,45,0.9804,0.1474
BDPPQ0Y9D,2025-07-07 17:06:27.324910,0.0,1.62,0.0,1.23,45,1.0116,0.166
BOM5IGQPK,2025-07-07 17:06:27.324910,0.0,5.66,0.0,0.73,14,0.9999,0.1431
BI7P5TB94,2025-07-07 17:06:27.324910,0.0,2.33,0.0,0.86,45,1.0037,0.1582
B874FRHOC,2025-07-07 17:06:27.324910,75.68,22.38,12.52,0.96,14,1.0258,0.1768
BN9J2QP89,2025-07-07 17:06:27.324910,23.0,4.33,9.21,2.27,45,0.988,0.1527
BUZFK8UT0,2025-07-07 17:06:27.324910,84.9,17.92,49.88,1.28,30,0.9991,0.1749
BCVS4F8CG,2025-07-07 17:06:27.324910,166.8,35.29,52.59,1.26,30,0.9869,0.1552
BVYIE6IVW,2025-07-07 17:06:27.324910,234.64,39.42,38.76,1.28,45,0.9535,0.1466
BPVS7HZIO,2025-07-07 17:06:27.324910,87.8,15.32,22.81,0.68,14,0.9823,0.1724
BYKL1CQ99,2025-07-07 17:06:27.324910,56.44,11.96,24.14,2.96,14,0.9945,0.1405
BCHJ755NF,2025-07-07 17:06:27.324910,34.28,4.47,4.84,2.17,14,1.0057,0.1733
B4ZW9XA3K,2025-07-07 17:06:27.324910,39.72,11.53,10.83,0.51,30,1.0285,0.1662
BX7EEDTJV,2025-07-07 17:06:27.324910,30.36,13.4,11.65,2.69,30,0.998,0.1436
BZHWJR64D,2025-07-07 17:06:27.324910,0.0,2.36,0.0,1.08,14,1.0002,0.1338
BPJA1WJ0T,2025-07-07 17:06:27.324910,0.0,4.24,0.0,1.47,30,0.9801,0.1497
BPAC56T4U,2025-07-07 17:06:27.324910,47.43,14.15,19.86,2.86,30,0.9958,0.1516
BFEL6246H,2025-07-07 17:06:27.324910,0.0,8.09,0.0,1.96,45,1.0212,0.1729
BID25OWF7,2025-07-07 17:06:27.324910,49.94,20.12,10.1,2.9,30,1.0208,0.1795
B5935A0L7,2025-07-07 17:06:27.324910,0.0,4.53,0.0,2.43,14,1.0051,0.1749
B253J2D54,2025-07-07 17:06:27.324910,13.67,2.07,2.81,2.05,30,1.0091,0.1651
BI3QK2IAG,2025-07-07 17:06:27.324910,23.58,8.98,4.31,1.22,14,0.9878,0.1675
BL58KXO9T,2025-07-07 17:06:27.324910,0.0,2.99,0.0,2.03,45,0.9667,0.1538
B7E8G8JDP,2025-07-07 17:06:27.324910,26.85,7.08,3.83,2.76,30,1.0043,0.1339
B0LVSNUJZ,2025-07-07 17:06:27.324910,83.93,25.63,36.58,0.62,30,0.9793,0.1616
BA7TZ0YNC,2025-07-07 17:06:27.324910,0.0,8.34,0.0,2.72,14,0.9982,0.158
BXLL4ZKLO,2025-07-07 17:06:27.324910,0.0,1.74,0.0,1.38,14,1.0163,0.1789
BOKEP7Y6W,2025-07-07 17:06:27.324910,81.18,20.45,28.93,2.89,14,1.0112,0.1594
BKTAKPUXQ,2025-07-07 17:06:27.324910,89.55,20.63,23.6,0.86,14,1.0387,0.1733
BXAJI0Y6D,2025-07-08 17:06:27.324910,184.32,37.24,9.36,1.81,45,0.9847,0.1562
BPBHSAHXT,2025-07-08 17:06:27.324910,40.0,11.2,18.4,1.45,30,0.9928,0.1552
BHV3A3ZMF,2025-07-08 17:06:27.324910,41.54,9.38,4.62,0.96,30,1.0104,0.1481
B8MDD4V30,2025-07-08 17:06:27.324910,34.41,6.28,2.48,2.9,14,1.0027,0.1551
BT9NT3W5U,2025-07-08 17:06:27.324910,22.92,4.76,5.3,2.8,45,1.0184,0.171
BZBIKCIDK,2025-07-08 17:06:27.324910,29.52,10.53,6.3,0.51,45,1.0137,0.13
BWNNHJ7XV,2025-07-08 17:06:27.324910,0.0,1.75,0.0,2.47,45,0.9778,0.179
BG0FN9XUY,2025-07-08 17:06:27.324910,30.44,7.64,3.79,1.46,14,1.006,0.1483
B41IBLJH7,2025-07-08 17:06:27.324910,55.98,15.97,61.56,1.79,14,1.0139,0.1459
B5LXO6QJI,2025-07-08 17:06:27.324910,0.0,1.71,0.0,1.52,14,0.9718,0.1372
BUJV6OH9S,2025-07-08 17:06:27.324910,0.0,5.01,0.0,0.84,30,0.9847,0.1467
BDBDW2PCN,2025-07-08 17:06:27.324910,25.91,6.37,6.76,0.94,45,0.9848,0.1403
B9T84AZYT,2025-07-08 17:06:27.324910,0.0,1.62,0.0,1.74,45,0.9749,0.1595
BJXEPQ85J,2025-07-08 17:06:27.324910,277.25,45.48,18.4,2.91,14,0.9781,0.1492
BSG65KXVF,2025-07-08 17:06:27.324910,34.38,10.88,4.62,1.15,14,0.9688,0.172
B1T2TALA7,2025-07-08 17:06:27.324910,75.44,26.62,26.78,1.14,45,0.9872,0.1266
B53LC58DR,2025-07-08 17:06:27.324910,82.42,11.7,3.46,2.88,45,0.9815,0.1726
BC11ERTJ5,2025-07-08 17:06:27.324910,0.0,7.55,0.0,2.89,30,1.0419,0.1345
BPHT0HL9X,2025-07-08 17:06:27.324910,177.84,37.05,70.95,2.41,14,0.9836,0.1323
BPSEIMVIH,2025-07-08 17:06:27.324910,0.0,3.03,0.0,2.89,45,0.9988,0.1302
BCWI64CIY,2025-07-08 17:06:27.324910,49.53,12.01,5.58,1.66,45,1.0013,0.1458
BHE7UR23G,2025-07-08 17:06:27.324910,50.63,11.75,6.77,2.1,45,1.0369,0.1425
BDPPQ0Y9D,2025-07-08 17:06:27.324910,93.06,33.34,24.61,1.47,30,0.9837,0.1205
BOM5IGQPK,2025-07-08 17:06:27.324910,13.26,2.92,2.75,0.78,14,1.0261,0.1508
BI7P5TB94,2025-07-08 17:06:27.324910,64.08,20.13,12.98,2.68,45,1.0219,0.1401
B874FRHOC,2025-07-08 17:06:27.324910,45.84,7.71,4.54,1.25,45,0.9756,0.1286
BN9J2QP89,2025-07-08 17:06:27.324910,125.4,30.67,21.75,1.16,45,0.9967,0.1551
BUZFK8UT0,2025-07-08 17:06:27.324910,69.59,10.98,6.41,1.51,30,0.9789,0.1651
BCVS4F8CG,2025-07-08 17:06:27.324910,44.8,16.86,6.13,2.94,14,0.9562,0.1708
BVYIE6IVW,2025-07-08 17:06:27.324910,58.41,13.18,3.32,2.6,30,0.991,0.1248
BPVS7HZIO,2025-07-08 17:06:27.324910,76.93,16.34,26.96,1.18,30,1.0091,0.1778
BYKL1CQ99,2025-07-08 17:06:27.324910,115.99,35.57,42.9,2.78,45,0.9873,0.1791
BCHJ755NF,2025-07-08 17:06:27.324910,0.0,5.43,0.0,0.54,45,1.0176,0.1557
B4ZW9XA3K,2025-07-08 17:06:27.324910,86.18,20.34,11.02,0.62,45,0.9761,0.1254
BX7EEDTJV,2025-07-08 17:06:27.324910,53.28,8.97,9.41,0.6,45,0.9882,0.1349
BZHWJR64D,2025-07-08 17:06:27.324910,0.0,4.66,0.0,1.55,45,1.0056,0.1357
BPJA1WJ0T,2025-07-08 17:06:27.324910,44.68,9.86,2.63,0.86,14,0.9893,0.1394
BPAC56T4U,2025-07-08 17:06:27.324910,27.69,3.84,7.86,0.9,14,1.0057,0.1567
BFEL6246H,2025-07-08 17:06:27.324910,0.0,3.64,0.0,1.15,30,0.9932,0.1619
BID25OWF7,2025-07-08 17:06:27.324910,178.08,30.3,19.92,1.33,45,0.9967,0.1341
B5935A0L7,2025-07-08 17:06:27.324910,0.0,3.64,0.0,1.85,14,0.9775,0.1672
B253J2D54,2025-07-08 17:06:27.324910,42.1,12.15,4.51,1.58,30,0.9767,0.163
BI3QK2IAG,2025-07-08 17:06:27.324910,36.59,10.0,6.92,1.58,45,1.0006,0.147
BL58KXO9T,2025-07-08 17:06:27.324910,97.89,21.57,21.89,0.71,14,1.0127,0.1315
B7E8G8JDP,2025-07-08 17:06:27.324910,44.19,16.04,10.82,2.03,14,1.0165,0.1683
B0LVSNUJZ,2025-07-08 17:06:27.324910,0.0,3.24,0.0,2.35,45,1.0073,0.148
BA7TZ0YNC,2025-07-08 17:06:27.324910,22.52,4.55,6.1,0.61,14,0.9784,0.1684
BXLL4ZKLO,2025-07-08 17:06:27.324910,106.56,14.59,13.46,2.37,45,0.9984,0.1467
BOKEP7Y6W,2025-07-08 17:06:27.324910,56.08,21.72,37.74,2.17,14,0.9976,0.14
BKTAKPUXQ,2025-07-08 17:06:27.324910,36.18,10.23,4.2,0.67,30,1.0275,0.1724
BXAJI0Y6D,2025-07-09 17:06:27.324910,76.18,11.58,7.9,0.75,45,0.9835,0.1614
BPBHSAHXT,2025-07-09 17:06:27.324910,65.2,19.66,8.68,2.17,45,1.0157,0.1493
BHV3A3ZMF,2025-07-09 17:06:27.324910,22.98,6.59,6.84,0.97,45,0.9732,0.1701
B8MDD4V30,2025-07-09 17:06:27.324910,58.77,17.8,6.05,1.77,45,0.9724,0.1542
BT9NT3W5U,2025-07-09 17:06:27.324910,0.0,5.33,0.0,2.5,14,0.993,0.1372
BZBIKCIDK,2025-07-09 17:06:27.324910,83.34,20.35,21.62,2.6,30,0.9831,0.1715
BWNNHJ7XV,2025-07-09 17:06:27.324910,36.6,11.54,9.33,2.15,45,1.0006,0.1647
BG0FN9XUY,2025-07-09 17:06:27.324910,97.92,24.96,16.21,2.35,45,0.9818,0.1321
B41IBLJH7,2025-07-09 17:06:27.324910,120.81,17.64,10.4,1.42,14,1.0059,0.1689
B5LXO6QJI,2025-07-09 17:06:27.324910,51.04,13.93,17.25,2.53,45,1.0114,0.1373
BUJV6OH9S,2025-07-09 17:06:27.324910,147.55,65.4,26.17,2.6,14,1.0223,0.1775
BDBDW2PCN,2025-07-09 17:06:27.324910,51.83,8.15,2.47,0.92,30,1.0056,0.1409
B9T84AZYT,2025-07-09 17:06:27.324910,17.45,3.28,2.59,2.73,14,1.0215,0.122
BJXEPQ85J,2025-07-09 17:06:27.324910,122.43,25.16,48.63,1.38,14,1.0062,0.1729
BSG65KXVF,2025-07-09 17:06:27.324910,24.89,6.75,4.73,2.97,14,0.9785,0.1363
B1T2TALA7,2025-07-09 17:06:27.324910,38.94,6.05,6.79,1.3,30,0.9815,0.1799
B53LC58DR,2025-07-09 17:06:27.324910,139.11,23.29,16.12,2.14,45,0.9734,0.1531
BC11ERTJ5,2025-07-09 17:06:27.324910,0.0,6.89,0.0,1.39,14,1.0182,0.1517
BPHT0HL9X,2025-07-09 17:06:27.324910,79.68,17.73,7.0,2.53,30,0.9853,0.1595
BPSEIMVIH,2025-07-09 17:06:27.324910,52.4,10.65,12.21,2.03,14,1.0053,0.1655
BCWI64CIY,2025-07-09 17:06:27.324910,76.56,18.02,6.56,2.73,45,0.9695,0.1473
BHE7UR23G,2025-07-09 17:06:27.324910,22.58,8.87,3.01,2.55,45,1.0046,0.1279
BDPPQ0Y9D,2025-07-09 17:06:27.324910,0.0,7.57,0.0,1.88,14,1.005,0.165
BOM5IGQPK,2025-07-09 17:06:27.324910,83.2,12.33,5.51,0.83,45,0.9933,0.1409
BI7P5TB94,2025-07-09 17:06:27.324910,35.75,7.12,4.83,0.57,45,1.0018,0.1652
B874FRHOC,2025-07-09 17:06:27.324910,63.45,13.55,7.18,1.08,14,1.0332,0.1243
BN9J2QP89,2025-07-09 17:06:27.324910,12.93,2.32,5.79,2.36,30,0.9816,0.1743
BUZFK8UT0,2025-07-09 17:06:27.324910,49.96,7.87,4.01,0.71,30,1.0161,0.1711
BCVS4F8CG,2025-07-09 17:06:27.324910,51.11,10.54,4.09,2.57,45,1.0041,0.124
BVYIE6IVW,2025-07-09 17:06:27.324910,63.34,13.88,13.73,2.44,14,1.0217,0.1636
BPVS7HZIO,2025-07-09 17:06:27.324910,56.0,8.96,3.42,1.4,30,0.9919,0.1501
BYKL1CQ99,2025-07-09 17:06:27.324910,80.48,17.21,10.34,1.7,45,1.0123,0.1617
BCHJ755NF,2025-07-09 17:06:27.324910,92.97,38.97,7.85,2.04,45,0.9982,0.1483
B4ZW9XA3K,2025-07-09 17:06:27.324910,0.0,8.64,0.0,2.29,45,1.0011,0.1439
BX7EEDTJV,2025-07-09 17:06:27.324910,33.38,9.79,3.82,1.48,45,0.979,0.1486
BZHWJR64D,2025-07-09 17:06:27.324910,29.38,7.71,4.53,0.74,30,0.9571,0.1579
BPJA1WJ0T,2025-07-09 17:06:27.324910,67.82,26.31,12.02,1.17,45,0.9851,0.156
BPAC56T4U,2025-07-09 17:06:27.324910,18.2,7.3,15.74,1.37,45,0.9998,0.1297
BFEL6246H,2025-07-09 17:06:27.324910,120.84,20.26,45.0,2.57,14,0.9946,0.1497
BID25OWF7,2025-07-09 17:06:27.324910,76.68,21.98,54.01,2.89,45,1.0162,0.1459
B5935A0L7,2025-07-09 17:06:27.324910,70.02,20.4,14.43,1.2,14,0.9871,0.161
B253J2D54,2025-07-09 17:06:27.324910,70.64,20.93,60.16,0.84,14,0.9648,0.1562
BI3QK2IAG,2025-07-09 17:06:27.324910,125.55,19.88,30.21,1.45,14,0.9802,0.1383
BL58KXO9T,2025-07-09 17:06:27.324910,0.0,2.21,0.0,0.93,14,1.0268,0.1728
B7E8G8JDP,2025-07-09 17:06:27.324910,46.88,11.36,3.4,0.68,14,1.0079,0.1366
B0LVSNUJZ,2025-07-09 17:06:27.324910,0.0,3.52,0.0,2.39,30,1.0212,0.1321
BA7TZ0YNC,2025-07-09 17:06:27.324910,155.7,30.25,10.76,1.87,45,1.0151,0.1793
BXLL4ZKLO,2025-07-09 17:06:27.324910,68.81,30.43,51.69,1.61,30,0.9884,0.1642
BOKEP7Y6W,2025-07-09 17:06:27.324910,0.0,4.89,0.0,0.52,45,1.0125,0.1481
BKTAKPUXQ,2025-07-09 17:06:27.324910,18.26,4.88,14.82,2.76,30,1.0244,0.1371
BXAJI0Y6D,2025-07-10 17:06:27.324910,0.0,3.46,0.0,2.41,30,1.0179,0.1285
BPBHSAHXT,2025-07-10 17:06:27.324910,85.86,13.26,6.74,1.62,14,1.0124,0.1227
BHV3A3ZMF,2025-07-10 17:06:27.324910,45.15,5.6,7.68,2.99,14,1.041,0.1687
B8MDD4V30,2025-07-10 17:06:27.324910,15.61,3.96,5.79,2.63,45,1.0298,0.151
BT9NT3W5U,2025-07-10 17:06:27.324910,0.0,5.83,0.0,2.8,14,0.9826,0.1725
BZBIKCIDK,2025-07-10 17:06:27.324910,0.0,4.2,0.0,2.07,14,1.0128,0.1795
BWNNHJ7XV,2025-07-10 17:06:27.324910,31.84,7.48,5.96,0.53,30,0.9676,0.1427
BG0FN9XUY,2025-07-10 17:06:27.324910,0.0,8.22,0.0,2.47,30,1.0256,0.1477
B41IBLJH7,2025-07-10 17:06:27.324910,94.74,13.96,11.64,2.59,30,0.992,0.1501
B5LXO6QJI,2025-07-10 17:06:27.324910,27.96,10.03,12.58,1.12,30,0.9979,0.166
BUJV6OH9S,2025-07-10 17:06:27.324910,45.99,10.36,6.29,1.5,30,0.9969,0.135
BDBDW2PCN,2025-07-10 17:06:27.324910,65.32,17.51,2.79,2.98,14,0.9896,0.1271
B9T84AZYT,2025-07-10 17:06:27.324910,126.72,31.35,25.89,0.58,45,0.9865,0.1394
BJXEPQ85J,2025-07-10 17:06:27.324910,90.18,16.65,7.19,0.65,14,1.0021,0.1568
BSG65KXVF,2025-07-10 17:06:27.324910,38.36,13.47,6.73,1.96,14,1.0143,0.1591
B1T2TALA7,2025-07-10 17:06:27.324910,58.59,16.97,10.19,1.78,45,0.978,0.1238
B53LC58DR,2025-07-10 17:06:27.324910,68.4,17.22,13.82,2.63,45,0.9784,0.122
BC11ERTJ5,2025-07-10 17:06:27.324910,74.58,13.87,12.42,0.66,45,0.9924,0.1711
BPHT0HL9X,2025-07-10 17:06:27.324910,0.0,1.7,0.0,1.35,45,0.9827,0.1323
BPSEIMVIH,2025-07-10 17:06:27.324910,28.34,10.0,14.44,2.87,30,0.972,0.1548
BCWI64CIY,2025-07-10 17:06:27.324910,67.12,9.64,12.72,1.18,45,0.9977,0.1531
BHE7UR23G,2025-07-10 17:06:27.324910,31.34,8.22,2.43,2.09,45,1.0002,0.1366
BDPPQ0Y9D,2025-07-10 17:06:27.324910,0.0,2.41,0.0,2.24,14,0.9939,0.1419
BOM5IGQPK,2025-07-10 17:06:27.324910,105.28,20.16,33.57,1.88,30,0.9857,0.175
BI7P5TB94,2025-07-10 17:06:27.324910,15.03,4.11,5.46,1.32,14,0.9842,0.1506
B874FRHOC,2025-07-10 17:06:27.324910,14.13,3.74,5.5,1.22,14,0.9997,0.1502
BN9J2QP89,2025-07-10 17:06:27.324910,37.94,12.34,2.86,2.98,30,0.9841,0.1781
BUZFK8UT0,2025-07-10 17:06:27.324910,0.0,3.63,0.0,2.15,30,0.9822,0.1492
BCVS4F8CG,2025-07-10 17:06:27.324910,108.36,19.31,14.26,2.23,45,0.9963,0.1393
BVYIE6IVW,2025-07-10 17:06:27.324910,37.56,5.4,7.95,2.43,45,1.0026,0.152
BPVS7HZIO,2025-07-10 17:06:27.324910,50.3,17.19,3.17,2.73,45,1.021,0.1344
BYKL1CQ99,2025-07-10 17:06:27.324910,48.56,10.04,11.31,0.63,30,1.0084,0.1211
BCHJ755NF,2025-07-10 17:06:27.324910,27.52,10.51,2.76,0.52,45,1.0307,0.147
B4ZW9XA3K,2025-07-10 17:06:27.324910,70.58,9.82,14.98,2.26,45,1.0221,0.126
BX7EEDTJV,2025-07-10 17:06:27.324910,63.87,16.76,6.72,1.19,45,1.0235,0.1206
BZHWJR64D,2025-07-10 17:06:27.324910,79.33,16.27,3.3,0.88,30,0.982,0.1315
BPJA1WJ0T,2025-07-10 17:06:27.324910,0.0,5.8,0.0,2.42,45,0.9765,0.1436
BPAC56T4U,2025-07-10 17:06:27.324910,69.52,16.61,63.01,2.71,14,0.9887,0.1548
BFEL6246H,2025-07-10 17:06:27.324910,26.84,6.49,14.21,1.62,14,1.004,0.1335
BID25OWF7,2025-07-10 17:06:27.324910,0.0,4.75,0.0,1.08,30,0.9954,0.1463
B5935A0L7,2025-07-10 17:06:27.324910,78.66,24.16,7.49,0.57,14,0.9457,0.1302
B253J2D54,2025-07-10 17:06:27.324910,149.52,19.19,25.73,1.86,45,0.9841,0.1714
BI3QK2IAG,2025-07-10 17:06:27.324910,0.0,1.11,0.0,1.7,14,0.9637,0.1699
BL58KXO9T,2025-07-10 17:06:27.324910,12.34,4.33,5.51,2.84,14,0.9953,0.1204
